Match_Date,Match_Day,Match_Time,Stadium,City,Home_Team,Away_Team,Stand_Type,Seat_Category,Match_Type,Weekend,Holiday,Opponent_Popularity,Weather,Rain_Probability,Demand_Level,Previous_Match_Attendance,Stadium_Capacity,Available_Seats,Booking_Time,Days_Before_Match,Base_Price,Predicted_Price
2023-07-04,Tuesday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,SRH,VIP,VIP,League,No,Yes,Medium,Sunny,24,Very High,23182,35000,3147,0-1 hour before,20,3500,6000
2023-05-22,Monday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,KKR,VIP,VIP,League,No,No,Medium,Rainy,8,Low,14185,41820,10234,1-3 days before,14,3500,3100
2023-08-12,Saturday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,KKR,Corporate Box,Corporate,League,Yes,Yes,Medium,Sunny,23,High,23459,30000,1525,7+ days before,17,5000,6850
2023-08-10,Thursday,3:30 PM,Eden Gardens,Kolkata,KKR,DC,Premium,VIP,League,No,No,Low,Sunny,9,Low,25134,66000,12889,1-6 hours before,11,3500,3400
2023-09-17,Sunday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,CSK,Premium,VIP,League,Yes,No,High,Sunny,9,High,26951,30000,737,1-6 hours before,13,3500,5900
2023-05-27,Saturday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,LSG,Premium,VIP,League,Yes,No,Low,Sunny,20,Medium,29517,41820,4533,7+ days before,21,3500,3500
2023-07-08,Saturday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,KKR,West,Standard,League,Yes,No,Medium,Cloudy,19,Medium,20405,30000,2131,6-24 hours before,0,900,1250
2023-05-11,Thursday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,CSK,South,Standard,Qualifier,No,No,High,Sunny,4,Low,9128,30000,4113,1-3 days before,11,900,1350
2023-04-14,Friday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,LSG,VIP,VIP,League,No,Yes,Low,Sunny,28,High,49974,55000,1708,0-1 hour before,24,3500,4100
2023-05-27,Saturday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,PBKS,West,Economy,League,Yes,No,Low,Cloudy,9,Very High,29071,41820,3886,7+ days before,29,500,700
2023-07-26,Wednesday,7:30 PM,Wankhede Stadium,Mumbai,MI,GT,West,Economy,Final,No,No,Medium,Sunny,13,Medium,15459,33108,2587,0-1 hour before,12,500,900
2023-08-20,Sunday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,CSK,North,Standard,Qualifier,Yes,No,High,Sunny,15,Low,22256,55000,12304,7+ days before,1,900,1750
2023-04-21,Friday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,RR,Premium,Premium,Qualifier,No,No,Medium,Rainy,61,High,25533,50000,4458,7+ days before,4,1800,2300
2023-09-21,Thursday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,DC,VIP,Corporate,League,No,No,Low,Sunny,11,Medium,32304,55000,8026,3-7 days before,29,5000,4750
2023-08-07,Monday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,RCB,Premium,Premium,League,No,No,High,Sunny,20,High,43341,50000,2390,3-7 days before,27,1800,2500
2023-06-15,Thursday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,SRH,VIP,Corporate,League,No,No,Medium,Cloudy,24,High,40325,50000,1575,7+ days before,10,5000,5800
2023-04-05,Wednesday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,MI,West,Economy,League,No,No,High,Sunny,1,High,27544,30000,688,3-7 days before,19,500,650
2023-06-26,Monday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,CSK,East,Economy,Final,No,No,High,Sunny,15,Very High,129360,132000,564,7+ days before,1,500,1450
2023-04-08,Saturday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,GT,North,Economy,League,Yes,No,Medium,Sunny,16,Low,18036,41820,5614,1-6 hours before,6,500,600
2023-08-14,Monday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,SRH,VIP,Corporate,Qualifier,No,No,Medium,Cloudy,13,Very High,24502,35000,1187,1-3 days before,16,5000,8850
2023-08-25,Friday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,RR,Premium,Premium,Final,No,No,Medium,Sunny,11,Medium,32664,50000,5879,6-24 hours before,19,1800,2700
2023-06-29,Thursday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,SRH,Premium,VIP,Final,No,No,Medium,Sunny,1,Very High,28723,30000,295,6-24 hours before,0,3500,10500
2023-06-13,Tuesday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,KKR,Premium,Premium,League,No,No,Medium,Cloudy,18,Medium,14528,35000,3571,1-6 hours before,8,1800,1900
2023-05-23,Tuesday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,SRH,South,Economy,League,No,No,Medium,Sunny,2,High,44822,50000,572,7+ days before,22,500,550
2023-04-03,Monday,7:30 PM,Wankhede Stadium,Mumbai,MI,GT,North,Economy,League,No,Yes,Medium,Rainy,58,Very High,22259,33108,3467,7+ days before,20,500,600
2023-04-07,Friday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,PBKS,Premium,Premium,League,No,No,Low,Sunny,22,Medium,23111,55000,9759,1-3 days before,14,1800,1700
2023-04-17,Monday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,RR,VIP,VIP,League,No,No,Medium,Sunny,18,High,38703,50000,1602,1-3 days before,16,3500,3850
2023-07-26,Wednesday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,SRH,Corporate Box,Corporate,League,No,No,Medium,Partly Cloudy,16,Medium,21432,50000,9194,6-24 hours before,21,5000,5200
2023-09-12,Tuesday,7:30 PM,Wankhede Stadium,Mumbai,MI,RCB,North,Premium,League,No,No,High,Cloudy,0,High,19355,33108,2370,1-3 days before,19,1800,2450
2023-05-15,Monday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,KKR,East,Economy,Qualifier,No,No,Medium,Sunny,19,Very High,53900,55000,370,0-1 hour before,10,500,1050
2023-07-18,Tuesday,7:30 PM,Wankhede Stadium,Mumbai,MI,GT,West,Standard,League,No,Yes,Medium,Cloudy,8,High,26867,33108,2479,7+ days before,22,900,1150
2023-04-05,Wednesday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,RR,North,Premium,Qualifier,No,No,Medium,Cloudy,1,Medium,32538,41820,680,7+ days before,8,1800,2500
2023-03-29,Wednesday,7:30 PM,Eden Gardens,Kolkata,KKR,MI,VIP,VIP,Final,No,No,High,Cloudy,22,Low,21705,66000,15652,3-7 days before,2,3500,8050
2023-08-15,Tuesday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,PBKS,VIP,Corporate,League,No,Yes,Low,Sunny,5,Low,12632,30000,3028,6-24 hours before,7,5000,5950
2023-04-09,Sunday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,KKR,North,Economy,League,Yes,No,Medium,Sunny,12,High,16316,30000,2514,7+ days before,19,500,700
2023-05-25,Thursday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,PBKS,Premium,Premium,League,No,No,Low,Cloudy,6,High,27668,35000,2121,1-6 hours before,27,1800,1750
2023-07-13,Thursday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,RCB,Corporate Box,Corporate,League,No,No,High,Cloudy,30,High,17762,30000,4207,1-6 hours before,23,5000,5750
2023-07-08,Saturday,7:30 PM,Eden Gardens,Kolkata,KKR,PBKS,North,Premium,Qualifier,Yes,No,Low,Sunny,5,Low,32768,66000,8837,3-7 days before,18,1800,2350
2023-05-23,Tuesday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,SRH,VIP,VIP,League,No,No,Medium,Cloudy,22,High,29599,50000,3786,1-3 days before,4,3500,4100
2023-07-07,Friday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,CSK,VIP,VIP,Qualifier,No,No,High,Partly Cloudy,24,Medium,16479,35000,7114,1-3 days before,27,3500,5550
2023-05-27,Saturday,7:30 PM,Eden Gardens,Kolkata,KKR,DC,South,Economy,Qualifier,Yes,No,Low,Sunny,30,High,52595,66000,3134,7+ days before,25,500,700
2023-07-19,Wednesday,3:30 PM,Wankhede Stadium,Mumbai,MI,DC,South,Standard,Final,No,No,Low,Sunny,12,High,26993,33108,411,6-24 hours before,14,900,1700
2023-07-21,Friday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,KKR,Corporate Box,Corporate,Qualifier,No,No,Medium,Partly Cloudy,14,High,95812,132000,10962,0-1 hour before,5,5000,8100
2023-07-03,Monday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,RCB,West,Economy,League,No,No,High,Partly Cloudy,28,Medium,17456,30000,1725,7+ days before,20,500,600
2023-04-17,Monday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,RCB,North,Premium,League,No,No,High,Sunny,25,Very High,48362,50000,173,3-7 days before,12,1800,3450
2023-08-16,Wednesday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,LSG,West,Standard,Qualifier,No,No,Low,Sunny,9,Medium,35372,50000,3016,7+ days before,5,900,1050
2023-03-25,Saturday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,KKR,Premium,VIP,League,Yes,Yes,Medium,Sunny,28,Medium,24337,50000,7206,1-3 days before,13,3500,4750
2023-05-26,Friday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,CSK,Corporate Box,Corporate,League,No,No,High,Sunny,20,Medium,22907,50000,1662,3-7 days before,26,5000,5500
2023-04-06,Thursday,3:30 PM,Eden Gardens,Kolkata,KKR,MI,West,Standard,Qualifier,No,No,High,Cloudy,22,High,51885,66000,3482,1-3 days before,23,900,1650
2023-06-09,Friday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,MI,VIP,VIP,Qualifier,No,No,High,Rainy,13,Medium,24960,55000,8805,6-24 hours before,10,3500,4500
2023-09-19,Tuesday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,SRH,East,Economy,League,No,No,Medium,Cloudy,29,High,25602,30000,877,6-24 hours before,8,500,600
2023-04-27,Thursday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,GT,Premium,VIP,Eliminator,No,No,Medium,Partly Cloudy,7,High,49000,50000,50,0-1 hour before,14,3500,5750
2023-08-29,Tuesday,7:30 PM,Wankhede Stadium,Mumbai,MI,KKR,South,Premium,League,No,No,Medium,Cloudy,0,High,27976,33108,713,0-1 hour before,9,1800,2500
2023-03-26,Sunday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,GT,South,Premium,Qualifier,Yes,No,Medium,Cloudy,0,High,17910,30000,4132,7+ days before,15,1800,3100
2023-07-26,Wednesday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,RCB,VIP,Corporate,League,No,No,High,Rainy,12,High,35731,55000,5852,6-24 hours before,17,5000,6100
2023-06-23,Friday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,LSG,North,Premium,League,No,No,Low,Sunny,17,High,27492,35000,1399,3-7 days before,3,1800,2400
2023-04-02,Sunday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,LSG,VIP,VIP,League,Yes,No,Low,Rainy,43,Medium,68762,132000,5645,0-1 hour before,24,3500,2950
2023-08-01,Tuesday,3:30 PM,Wankhede Stadium,Mumbai,MI,DC,Corporate Box,Corporate,League,No,No,Low,Partly Cloudy,23,Very High,26030,33108,1164,0-1 hour before,26,5000,6300
2023-05-16,Tuesday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,RCB,Corporate Box,Corporate,League,No,No,High,Partly Cloudy,21,High,28078,30000,320,0-1 hour before,3,5000,8750
2023-08-19,Saturday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,CSK,North,Standard,League,Yes,No,High,Sunny,17,Medium,76090,132000,5097,1-6 hours before,5,900,1200
2023-08-03,Thursday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,RR,Premium,Premium,League,No,No,Medium,Sunny,22,High,43287,55000,1287,6-24 hours before,19,1800,2150
2023-04-06,Thursday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,PBKS,East,Economy,League,No,Yes,Low,Sunny,12,Medium,19153,30000,2792,7+ days before,22,500,500
2023-06-18,Sunday,3:30 PM,Eden Gardens,Kolkata,KKR,GT,Corporate Box,Corporate,Final,Yes,No,Medium,Rainy,64,High,36066,66000,9902,7+ days before,14,5000,8200
2023-07-23,Sunday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,DC,North,Standard,Final,Yes,No,Low,Sunny,22,Very High,105361,132000,9357,6-24 hours before,14,900,1950
2023-04-22,Saturday,7:30 PM,Wankhede Stadium,Mumbai,MI,DC,North,Standard,Qualifier,Yes,No,Low,Cloudy,4,High,23269,33108,2951,0-1 hour before,10,900,1500
2023-08-08,Tuesday,7:30 PM,Wankhede Stadium,Mumbai,MI,GT,VIP,VIP,League,No,No,Medium,Cloudy,15,Medium,17755,33108,5141,3-7 days before,13,3500,3950
2023-08-11,Friday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,GT,South,Economy,League,No,No,Medium,Cloudy,10,High,38098,41820,415,1-3 days before,2,500,800
2023-06-16,Friday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,PBKS,East,Economy,League,No,No,Low,Sunny,18,Very High,49000,50000,50,1-6 hours before,21,500,650
2023-07-02,Sunday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,KKR,South,Premium,League,Yes,No,Medium,Partly Cloudy,9,Very High,29400,30000,180,6-24 hours before,2,1800,3750
2023-07-06,Thursday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,RR,North,Economy,Final,No,No,Medium,Partly Cloudy,0,High,45518,50000,787,6-24 hours before,27,500,850
2023-09-01,Friday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,LSG,Premium,VIP,League,No,No,Low,Sunny,5,Medium,19876,41820,4050,6-24 hours before,26,3500,3100
2023-04-28,Friday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,RCB,West,Economy,Qualifier,No,Yes,High,Sunny,13,Very High,89953,132000,4121,1-3 days before,27,500,950
2023-08-31,Thursday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,PBKS,Premium,VIP,League,No,No,Low,Sunny,13,High,39448,50000,3654,1-6 hours before,22,3500,3600
2023-08-19,Saturday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,RR,South,Economy,Qualifier,Yes,Yes,Medium,Sunny,15,Very High,27100,41820,4497,3-7 days before,27,500,1100
2023-08-04,Friday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,DC,Corporate Box,Corporate,League,No,No,Low,Cloudy,21,Very High,85384,132000,12669,3-7 days before,9,5000,6600
2023-03-27,Monday,7:30 PM,Eden Gardens,Kolkata,KKR,RR,Premium,VIP,League,No,No,Medium,Partly Cloudy,25,Medium,30822,66000,10316,3-7 days before,23,3500,3300
2023-04-09,Sunday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,KKR,Corporate Box,Corporate,Qualifier,Yes,No,Medium,Sunny,23,High,32170,50000,1406,3-7 days before,2,5000,10350
2023-04-27,Thursday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,KKR,North,Premium,Qualifier,No,No,Medium,Cloudy,29,High,75974,132000,11559,1-6 hours before,8,1800,2900
2023-05-10,Wednesday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,DC,West,Economy,League,No,No,Low,Rainy,68,High,24726,35000,1891,7+ days before,14,500,450
2023-08-19,Saturday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,KKR,North,Premium,League,Yes,Yes,Medium,Sunny,15,Medium,34923,50000,4724,3-7 days before,7,1800,2400
2023-05-31,Wednesday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,PBKS,VIP,VIP,League,No,No,Low,Rainy,53,High,40983,41820,241,0-1 hour before,3,3500,4600
2023-08-28,Monday,7:30 PM,Eden Gardens,Kolkata,KKR,PBKS,North,Premium,League,No,No,Low,Cloudy,14,High,57720,66000,2542,3-7 days before,24,1800,1750
2023-06-13,Tuesday,3:30 PM,Eden Gardens,Kolkata,KKR,RCB,East,Economy,League,No,No,High,Cloudy,21,Medium,32192,66000,5042,1-6 hours before,1,500,650
2023-08-24,Thursday,3:30 PM,Wankhede Stadium,Mumbai,MI,CSK,East,Economy,League,No,No,High,Cloudy,12,High,31450,33108,411,1-6 hours before,28,500,750
2023-06-08,Thursday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,GT,South,Economy,Final,No,No,Medium,Sunny,13,High,41689,50000,2655,6-24 hours before,5,500,1050
2023-06-30,Friday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,CSK,North,Economy,Final,No,No,High,Sunny,14,Low,65320,132000,8017,1-3 days before,5,500,1000
2023-08-10,Thursday,7:30 PM,Wankhede Stadium,Mumbai,MI,SRH,South,Economy,Qualifier,No,No,Medium,Sunny,2,Low,14298,33108,6057,0-1 hour before,28,500,600
2023-09-11,Monday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,CSK,South,Premium,League,No,No,High,Cloudy,30,High,40648,55000,2746,7+ days before,24,1800,2350
2023-05-21,Sunday,3:30 PM,Wankhede Stadium,Mumbai,MI,RR,VIP,VIP,League,Yes,No,Medium,Partly Cloudy,11,Medium,17253,33108,1098,7+ days before,2,3500,4700
2023-07-20,Thursday,7:30 PM,Eden Gardens,Kolkata,KKR,MI,East,Standard,Final,No,No,High,Cloudy,9,High,62583,66000,924,6-24 hours before,15,900,1900
2023-04-29,Saturday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,SRH,Corporate Box,Corporate,League,Yes,No,Medium,Sunny,17,High,20208,26950,2614,1-3 days before,30,5000,6950
2023-04-08,Saturday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,LSG,South,Economy,League,Yes,No,Low,Rainy,71,Medium,36917,55000,6437,1-6 hours before,23,500,450
2023-04-30,Sunday,7:30 PM,Wankhede Stadium,Mumbai,MI,CSK,VIP,VIP,League,Yes,No,High,Cloudy,0,Medium,13904,33108,3025,0-1 hour before,14,3500,5100
2023-04-21,Friday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,MI,Corporate Box,Corporate,League,No,No,High,Sunny,10,High,49000,50000,287,6-24 hours before,3,5000,9400
2023-04-29,Saturday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,RR,East,Standard,League,Yes,No,Medium,Sunny,3,Medium,35151,50000,1615,6-24 hours before,17,900,950
2023-04-28,Friday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,CSK,VIP,Corporate,Qualifier,No,No,High,Sunny,15,Low,8813,35000,9797,7+ days before,20,5000,7900
2023-09-18,Monday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,PBKS,West,Standard,League,No,No,Low,Cloudy,13,Medium,62016,132000,20441,3-7 days before,5,900,950
2023-09-01,Friday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,MI,West,Economy,League,No,No,High,Partly Cloudy,3,High,46568,50000,1356,3-7 days before,7,500,700
2023-04-07,Friday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,GT,South,Standard,League,No,Yes,Medium,Sunny,29,Low,14392,35000,3086,1-3 days before,8,900,1050
2023-04-20,Thursday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,CSK,West,Standard,Qualifier,No,No,High,Sunny,3,Low,8322,26950,3831,3-7 days before,10,900,1350
2023-04-22,Saturday,7:30 PM,Eden Gardens,Kolkata,KKR,SRH,South,Standard,Eliminator,Yes,No,Medium,Sunny,7,Low,26154,66000,2750,1-3 days before,4,900,1350
2023-05-09,Tuesday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,DC,VIP,VIP,League,No,No,Low,Partly Cloudy,6,Medium,20641,50000,7311,6-24 hours before,4,3500,3300
2023-07-10,Monday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,DC,North,Standard,League,No,No,Low,Rainy,83,Very High,25518,26950,348,1-6 hours before,2,900,1250
2023-05-19,Friday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,PBKS,North,Premium,Qualifier,No,No,Low,Cloudy,7,Medium,17210,30000,1634,3-7 days before,30,1800,1900
2023-07-09,Sunday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,CSK,VIP,VIP,League,Yes,Yes,High,Sunny,25,High,45532,50000,930,1-6 hours before,2,3500,6800
2023-05-19,Friday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,PBKS,East,Standard,League,No,No,Low,Cloudy,5,High,51092,55000,1217,0-1 hour before,14,900,950
2023-05-11,Thursday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,PBKS,East,Economy,League,No,No,Low,Cloudy,16,Low,17823,50000,4647,3-7 days before,17,500,450
2023-08-30,Wednesday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,MI,North,Economy,Eliminator,No,No,High,Sunny,11,Medium,14572,35000,3641,7+ days before,17,500,800
2023-04-29,Saturday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,SRH,South,Economy,Qualifier,Yes,No,Medium,Rainy,31,High,26413,30000,581,6-24 hours before,16,500,700
2023-04-10,Monday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,CSK,VIP,VIP,League,No,No,High,Cloudy,26,High,85289,132000,12487,7+ days before,30,3500,4500
2023-07-20,Thursday,3:30 PM,Wankhede Stadium,Mumbai,MI,KKR,North,Standard,Final,No,Yes,Medium,Sunny,5,Medium,22474,33108,2378,1-6 hours before,16,900,1900
2023-07-09,Sunday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,GT,Premium,VIP,Qualifier,Yes,No,Medium,Sunny,6,Low,25737,55000,3842,3-7 days before,20,3500,4750
2023-09-08,Friday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,GT,VIP,Corporate,League,No,No,Medium,Cloudy,28,High,29293,50000,2919,1-3 days before,11,5000,6700
2023-06-23,Friday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,RCB,West,Standard,Qualifier,No,No,High,Sunny,5,High,46553,55000,2392,1-6 hours before,5,900,1700
2023-08-19,Saturday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,LSG,North,Premium,League,Yes,No,Low,Cloudy,21,Medium,29564,55000,4591,3-7 days before,5,1800,2100
2023-07-06,Thursday,7:30 PM,Wankhede Stadium,Mumbai,MI,CSK,Premium,VIP,League,No,No,High,Partly Cloudy,17,Very High,26445,33108,1978,1-3 days before,28,3500,5450
2023-08-16,Wednesday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,RCB,South,Economy,Final,No,No,High,Sunny,17,Low,12809,50000,9897,1-6 hours before,14,500,850
2023-08-27,Sunday,3:30 PM,Eden Gardens,Kolkata,KKR,CSK,North,Standard,League,Yes,No,High,Sunny,27,Medium,44129,66000,1762,3-7 days before,12,900,1200
2023-04-08,Saturday,7:30 PM,Eden Gardens,Kolkata,KKR,RR,Premium,VIP,League,Yes,No,Medium,Sunny,11,Medium,52206,66000,4910,0-1 hour before,6,3500,4500
2023-07-16,Sunday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,LSG,Premium,VIP,League,Yes,No,Low,Cloudy,2,Low,8780,26950,7193,3-7 days before,10,3500,3750
2023-04-16,Sunday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,PBKS,South,Premium,League,Yes,No,Low,Sunny,18,High,28423,50000,2483,1-3 days before,9,1800,2400
2023-08-21,Monday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,GT,VIP,VIP,League,No,No,Medium,Sunny,8,Medium,36092,55000,5157,0-1 hour before,20,3500,3500
2023-05-09,Tuesday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,PBKS,East,Standard,League,No,No,Low,Sunny,2,High,89876,132000,9190,1-3 days before,27,900,900
2023-06-28,Wednesday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,MI,East,Standard,League,No,No,High,Sunny,22,Low,7837,26950,2779,1-3 days before,20,900,1050
2023-06-07,Wednesday,7:30 PM,Eden Gardens,Kolkata,KKR,CSK,West,Economy,Qualifier,No,No,High,Sunny,3,High,38515,66000,4477,6-24 hours before,26,500,800
2023-09-16,Saturday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,KKR,VIP,Corporate,Eliminator,Yes,Yes,Medium,Sunny,16,Medium,93921,132000,7394,1-6 hours before,3,5000,8950
2023-05-12,Friday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,SRH,East,Economy,Eliminator,No,No,Medium,Partly Cloudy,15,Medium,20292,30000,957,1-3 days before,28,500,650
2023-05-08,Monday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,GT,West,Economy,League,No,Yes,Medium,Cloudy,22,Medium,13504,30000,1576,0-1 hour before,13,500,600
2023-03-29,Wednesday,7:30 PM,Wankhede Stadium,Mumbai,MI,RCB,West,Economy,League,No,No,High,Rainy,70,High,24319,33108,3234,0-1 hour before,2,500,700
2023-04-25,Tuesday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,MI,West,Standard,Qualifier,No,No,High,Sunny,4,High,53400,55000,611,6-24 hours before,11,900,1450
2023-08-01,Tuesday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,SRH,Corporate Box,Corporate,League,No,Yes,Medium,Cloudy,30,Medium,22819,30000,1708,7+ days before,3,5000,7000
2023-06-26,Monday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,PBKS,West,Economy,Eliminator,No,No,Low,Partly Cloudy,13,Medium,14730,30000,1366,6-24 hours before,3,500,700
2023-07-29,Saturday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,RCB,Corporate Box,Corporate,League,Yes,No,High,Sunny,12,Medium,19204,30000,1718,1-3 days before,7,5000,6950
2023-05-12,Friday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,PBKS,Premium,VIP,League,No,No,Low,Partly Cloudy,15,High,92160,132000,9279,7+ days before,2,3500,4150
2023-09-18,Monday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,LSG,East,Standard,League,No,No,Low,Sunny,6,High,40983,41820,77,1-3 days before,23,900,1050
2023-09-05,Tuesday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,KKR,VIP,Corporate,Final,No,No,Medium,Cloudy,4,High,27700,50000,3071,1-3 days before,7,5000,10150
